id,palabra,edad_de_adquisicion_m,edad_de_adquisicion_sd,categoria_palabra
6235,"familiares",5.46,2.032,2
6236,"federación",9.54,1.656,2
6237,"fertilidad",9.80,1.498,2
6238,"finalmente",8.06,1.973,4
6239,"financiera",10.22,1.403,3
6240,"financiero",10.44,1.072,3
6241,"firmamento",8.54,1.787,2
6242,"fisiología",10.42,1.430,2
6243,"folclórica",7.58,2.400,3
6244,"formalidad",10.00,1.714,2
6245,"fotografía",5.30,2.452,2
6246,"fragilidad",9.32,1.671,2
6247,"franquista",10.34,1.255,3
6248,"frecuencia",9.40,1.565,2
6249,"frivolidad",10.50,0.839,2
6250,"fundamento",9.16,2.054,2
6251,"generación",9.28,1.807,2
6252,"gobernador",8.38,1.872,2
6253,"golondrina",6.86,2.222,2
6254,"guarnición",8.56,3.144,2
6255,"guillotina",9.18,1.674,2
6256,"habitación",3.42,1.386,2
6257,"habitantes",7.72,1.863,2
6258,"hablaremos",6.20,1.702,1
6259,"hambriento",4.74,2.380,3
6260,"hectómetro",9.42,1.667,2
6261,"hipopótamo",5.66,2.056,2
6262,"homosexual",9.98,1.846,3
6263,"honorífico",10.50,0.909,3
6264,"hormiguero",5.50,2.033,2
6265,"hospitales",5.06,1.570,2
6266,"hostilidad",9.80,1.629,2
6267,"ignorancia",8.84,1.765,2
6268,"igualmente",7.44,1.875,4
6269,"imaginario",6.28,2.090,3
6270,"imperdible",7.12,2.199,2
6271,"imperfecto",8.26,1.364,3
6272,"importante",5.16,1.719,3
6273,"impotencia",9.88,1.560,2
6274,"improbable",8.84,1.899,3
6275,"inclinarse",7.26,2.184,1
6276,"incorrecta",7.25,1.310,3
6277,"incorrecto",6.66,2.076,3
6278,"indicación",8.64,2.018,2
6279,"individual",7.64,2.275,3
6280,"industrial",8.66,2.246,3
6281,"inesperado",8.60,2.020,3
6282,"infantería",9.58,1.605,2
6283,"influencia",9.38,1.640,2
6284,"ingenuidad",9.34,1.869,2
6285,"inglaterra",8.74,1.639,2
6286,"ingratitud",9.92,1.602,2
6287,"inhibición",10.44,1.232,2
6288,"iniciación",8.70,2.270,2
6289,"iniciativa",9.66,2.076,2
6290,"injusticia",8.90,1.898,2
6291,"innovación",9.68,1.596,2
6292,"inorgánica",10.24,1.135,3
6293,"inoxidable",8.80,1.702,2
6294,"inservible",8.82,2.238,3
6295,"inspección",9.32,1.911,2
6296,"integridad",10.10,1.581,2
6297,"intensidad",9.40,2.070,2
6298,"intentando",6.58,1.896,1
6299,"intérprete",9.86,1.539,3
6300,"intestinal",9.06,1.557,3
6301,"inundación",7.32,1.240,2
6302,"investigar",8.08,2.117,1
6303,"invitación",5.90,1.972,2
6304,"irritación",8.34,2.544,2
6305,"itinerario",9.86,1.498,2
6306,"justamente",8.62,1.883,4
6307,"kilómetros",7.68,1.708,2
6308,"langostino",7.46,1.982,2
6309,"lavaplatos",7.90,1.619,2
6310,"levantarse",3.00,1.498,1
6311,"liberación",8.68,1.889,2
6312,"licenciado",10.24,1.364,3
6313,"literatura",9.24,1.661,2
6314,"macarrones",4.40,1.829,2
6315,"maleducado",4.90,1.832,3
6316,"maloliente",8.02,1.767,3
6317,"maquillaje",7.20,2.390,2
6318,"maquinilla",6.76,1.996,2
6319,"matemática",6.10,2.033,3
6320,"matemático",7.00,1.906,3
6321,"materiales",6.08,1.872,2
6322,"matrimonio",6.36,1.987,2
6323,"melancolía",9.42,1.960,2
6324,"mercadillo",7.00,2.213,2
6325,"metralleta",6.80,2.365,2
6326,"microondas",7.66,2.361,2
6327,"millonario",6.82,1.924,3
6328,"minicadena",7.84,1.899,2
6329,"ministerio",9.94,1.284,2
6330,"moderación",8.82,1.637,2
6331,"monaguillo",7.64,1.946,2
6332,"monárquico",9.92,1.816,3
6333,"monasterio",8.36,2.211,2
6334,"mortalidad",9.00,2.020,2
6335,"motivación",9.66,1.560,2
6336,"movimiento",5.76,2.095,2
6337,"muchísimas",5.22,1.866,3
6338,"muchísimos",5.30,1.930,3
6339,"multimedia",10.20,1.294,2
6340,"nacimiento",4.54,1.982,2
6341,"naturaleza",6.56,2.062,2
6342,"navegación",7.52,2.234,2
6343,"nobiliario",10.52,0.931,2
6344,"nochevieja",5.30,2.178,2
6345,"obediencia",6.48,2.169,2
6346,"obligación",7.82,2.632,2
6347,"occidental",8.56,1.567,3
6348,"ocurrencia",8.88,2.512,2
6349,"pantalones",3.42,1.691,2
6350,"parabólica",8.89,1.468,3
6351,"paranormal",9.92,1.455,3
6352,"paréntesis",7.88,1.698,2
6353,"parlamento",10.30,1.182,2
6354,"participar",5.34,1.803,1
6355,"particular",7.16,2.411,3
6356,"patrimonio",10.48,0.974,2
6357,"pecaminoso",10.38,1.193,3
6358,"peluquería",5.76,2.036,2
6359,"pendientes",5.78,2.141,2
6360,"penetrante",9.54,2.252,3
6361,"percepción",8.94,2.622,2
6362,"perfección",7.92,2.019,2
6363,"periódicos",6.06,1.812,2
6364,"periodista",8.24,1.923,2
6365,"permanecer",7.49,1.394,1
6366,"personajes",5.94,2.478,2
6367,"personales",8.17,1.300,3
6368,"pervertido",9.12,2.017,3
6369,"pesadumbre",10.44,1.215,2
6370,"pirotecnia",9.62,1.872,2
6371,"pontificia",10.71,0.683,2
6372,"posaplatos",8.68,1.932,4
6373,"precaución",7.02,2.299,2
6374,"precedente",10.38,1.086,3
6375,"precipicio",8.00,1.959,2
6376,"predominio",8.62,3.288,2
6377,"preguntado",6.52,2.234,1
6378,"presentado",6.86,1.726,1
6379,"presidente",7.90,1.919,2
6380,"pretensión",9.82,1.913,2
6381,"prevención",9.72,1.727,2
6382,"principios",7.30,2.384,2
6383,"prisionero",7.66,1.836,2
6384,"privacidad",8.84,2.132,2
6385,"privilegio",8.90,1.876,2
6386,"prodigiosa",9.64,1.804,3
6387,"producción",8.84,2.004,2
6388,"profesores",4.28,1.666,2
6389,"propaganda",7.72,2.450,2
6390,"proporción",9.55,1.659,2
6391,"protección",7.90,1.898,2
6392,"provincial",9.54,1.313,2
6393,"proximidad",8.00,2.373,2
6394,"proyección",9.40,1.884,2
6395,"psicología",9.64,1.977,2
6396,"psiquiatra",10.32,1.039,2
6397,"publicidad",6.64,2.211,2
6398,"puntuación",6.58,1.785,2
6399,"putrefacto",9.60,1.641,3
6400,"quinientas",6.38,1.469,4
6401,"quinientos",6.60,1.539,2
6402,"quirúrgica",10.04,1.772,3
6403,"reaccionar",7.94,2.161,1
6404,"recompensa",7.46,2.493,2
6405,"reconocido",7.54,2.131,3
6406,"rectificar",8.72,2.071,1
6407,"referencia",9.08,2.117,2
6408,"refrigerio",9.48,2.131,2
6409,"refugiados",9.44,1.656,2
6410,"regimiento",10.16,1.476,2
6411,"reglamento",9.42,1.785,2
6412,"relaciones",8.18,2.097,2
6413,"relajación",8.32,1.953,2
6414,"relevancia",10.16,1.131,2
6415,"reparación",8.26,2.028,2
6416,"repertorio",9.20,1.539,2
6417,"repugnante",7.92,1.957,3
6418,"reputación",9.64,1.663,2
6419,"resentirse",9.44,1.704,1
6420,"residencia",7.88,1.891,2
6421,"resolución",9.96,1.355,2
6422,"respetuoso",6.40,1.773,3
6423,"respingona",8.04,2.294,3
6424,"resplandor",9.04,1.665,2
6425,"resultados",6.72,1.371,2
6426,"reverencia",9.22,1.706,2
6427,"revolución",9.60,1.726,2
6428,"sacrificio",8.36,2.117,2
6429,"salvavidas",7.22,2.279,2
6430,"sangriento",7.58,1.928,3
6431,"satisfacer",9.06,1.845,1
6432,"satisfecho",7.76,1.890,3
6433,"scalextric",6.38,2.364,4
6434,"secretaria",7.08,1.782,2
6435,"secretario",7.50,1.498,2
6436,"secundaria",9.26,1.601,3
6437,"separación",6.78,2.324,2
6438,"septiembre",5.10,1.389,4
6439,"servilleta",3.56,1.554,2
6440,"sevillanas",7.16,1.788,2
6441,"sexualidad",9.00,1.578,2
6442,"sinceridad",8.16,1.963,2
6443,"sindicatos",10.30,1.249,2
6444,"sobresalto",8.34,2.438,2
6445,"socialismo",10.66,0.745,2
6446,"socialista",10.54,0.813,3
6447,"solemnidad",10.54,1.265,2
6448,"sorprender",6.38,2.049,1
6449,"sospechoso",7.78,1.909,3
6450,"substancia",9.92,1.226,2
6451,"sudorípara",10.40,0.990,3
6452,"suficiente",7.12,1.757,3
6453,"superficie",8.54,1.971,2
6454,"suposición",10.20,1.309,2
6455,"sustantivo",8.66,1.745,3
6456,"tecnología",9.58,1.486,2
6457,"telediario",5.90,2.121,2
6458,"telefónica",8.40,1.938,2
6459,"televisión",3.10,1.619,2
6460,"televisivo",7.78,2.332,3
6461,"termómetro",4.65,1.337,2
6462,"territorio",8.00,2.148,2
6463,"terrorismo",9.46,1.432,2
6464,"terrorista",8.26,2.127,3
6465,"testamento",8.64,2.058,2
6466,"testimonio",9.62,1.483,2
6467,"tirachinas",5.64,1.838,2
6468,"tocadiscos",7.14,2.195,2
6469,"tolerancia",9.64,1.638,2
6470,"totalmente",7.42,1.885,4
6471,"trabajador",6.58,2.041,2
6472,"trabajando",5.30,2.501,1
6473,"traducción",7.80,2.399,2
6474,"traicionar",7.60,2.119,1
6475,"transcurso",9.66,1.636,2
6476,"transeúnte",9.78,1.542,2
6477,"transición",10.68,0.935,2
6478,"transistor",9.22,2.064,2
6479,"transporte",6.06,1.932,2
6480,"tributaria",10.70,1.216,3
6481,"triunfante",8.74,1.782,3
6482,"únicamente",8.34,1.586,4
6483,"vacaciones",4.42,1.715,2
6484,"valladolid",8.36,1.699,2
6485,"vegetación",6.74,2.211,2
6486,"veintiocho",5.34,1.507,2
6487,"veintiséis",5.02,1.464,2
6488,"veintitrés",5.16,1.376,4
6489,"ventanilla",6.24,2.454,2
6490,"vergonzoso",5.90,2.252,3
6491,"victimismo",9.76,1.572,2
6492,"vigilancia",7.44,1.842,2
6493,"villancico",4.42,1.642,2
6494,"virginidad",8.94,2.714,2
6495,"zapatillas",4.18,1.837,2
6496,"abatimiento",10.02,1.491,2
6497,"abstracción",10.52,1.403,2
6498,"actividades",5.56,1.680,2
6499,"actualmente",8.34,1.624,4
6500,"acurrucarse",5.56,2.500,1
6501,"adolescente",8.52,1.752,3
6502,"adquisición",9.84,1.490,2
6503,"advertencia",7.40,2.515,2
6504,"agotamiento",8.26,2.146,2
6505,"agresividad",7.76,1.791,2
6506,"agricultura",6.96,2.050,2
6507,"aguardiente",9.84,1.670,2
6508,"albaricoque",6.50,2.533,2
6509,"antecedente",10.00,1.195,2
6510,"apartamento",6.16,1.983,2
6511,"apreciación",9.48,1.865,2
6512,"aprendizaje",8.12,2.047,2
6513,"aristóteles",10.74,0.694,2
6514,"arrepentido",5.92,1.915,3
6515,"ascendencia",10.10,1.329,2
6516,"asignaturas",6.10,1.488,2
6517,"atmosférico",8.72,1.629,3
6518,"autoridades",9.14,1.796,2
6519,"autoritario",9.60,1.485,3
6520,"avergonzado",7.22,1.951,1
6521,"bastoncillo",5.90,2.323,2
6522,"calculadora",6.66,1.733,3
6523,"capitalismo",10.54,1.343,2
6524,"cascabelera",7.48,3.454,2
6525,"castañuelas",6.88,2.353,3
6526,"catolicismo",6.98,2.714,2
6527,"celebración",6.02,2.428,2
6528,"chubasquero",6.14,1.852,2
6529,"circulación",8.60,2.020,2
6530,"combatiente",9.44,1.798,3
6531,"combinación",9.26,1.915,2
6532,"comerciante",8.66,2.037,2
6533,"comparación",7.92,2.009,2
6534,"compatriota",9.84,1.390,2
6535,"competencia",8.94,1.707,2
6536,"competición",7.42,1.751,2
6537,"complejidad",9.46,1.460,2
6538,"complemento",8.94,1.963,2
6539,"complutense",10.20,2.185,2
6540,"comportarse",4.90,1.919,1
6541,"composición",8.74,1.978,2
6542,"comprensión",8.64,2.229,2
6543,"comunidades",8.56,1.820,2
6544,"concentrado",6.80,2.040,3
6545,"condiciones",7.94,2.094,2
6546,"conferencia",9.56,1.740,2
6547,"confidencia",9.92,1.523,2
6548,"conformidad",10.16,1.057,2
6549,"consciencia",9.19,1.249,2
6550,"consecuente",9.92,1.510,3
6551,"conserjería",9.04,1.818,2
6552,"conservador",9.64,1.711,3
6553,"considerado",8.84,1.719,3
6554,"consonantes",6.16,2.179,3
6555,"construirse",7.42,2.158,1
6556,"contestador",7.08,2.372,2
6557,"continuidad",8.88,1.986,2
6558,"conveniente",9.36,1.711,3
6559,"cooperación",9.50,1.729,2
6560,"cordialidad",10.00,1.385,2
6561,"corresponde",8.82,1.826,1
6562,"creatividad",8.76,1.802,2
6563,"crecimiento",6.14,2.424,2
6564,"cualificado",9.72,1.429,3
6565,"decaimiento",9.70,1.529,2
6566,"decepcionar",7.66,1.869,1
6567,"declaración",9.36,1.838,2
6568,"decreciente",9.17,1.119,3
6569,"delincuente",7.98,1.868,3
6570,"democrática",10.44,0.837,3
6571,"democrático",9.96,1.498,3
6572,"dependencia",9.48,1.992,2
6573,"dependiente",8.66,1.975,3
6574,"desasosiego",10.54,1.216,2
6575,"desconocido",6.42,2.516,3
6576,"desconsuelo",8.76,2.095,2
6577,"descontento",7.31,2.123,2
6578,"descripción",7.76,1.791,2
6579,"desenfadado",8.92,2.337,3
6580,"desesperado",7.52,2.225,3
6581,"desigualdad",9.00,1.512,2
6582,"desordenado",5.62,2.212,3
6583,"desperdicio",8.16,2.189,2
6584,"despertador",5.87,1.467,2
6585,"destrucción",7.64,2.145,2
6586,"determinado",8.86,1.690,3
6587,"diapositiva",9.56,1.864,2
6588,"diccionario",6.12,1.335,2
6589,"diferencias",6.74,1.759,2
6590,"disertación",10.94,0.314,2
6591,"disminución",8.64,1.675,2
6592,"disposición",9.70,1.474,2
6593,"distracción",8.10,1.644,2
6594,"efectividad",8.74,2.098,2
6595,"elaboración",8.88,1.810,2
6596,"electrónico",8.44,1.831,3
6597,"empresarial",9.80,1.457,3
6598,"empresarios",8.68,1.755,2
6599,"encantadora",6.84,2.298,3
6600,"encontramos",5.38,1.713,1
6601,"enhorabuena",7.30,2.410,2
6602,"ensaladilla",5.48,1.515,2
6603,"entretenido",7.22,2.131,1
6604,"entrometido",6.94,2.054,3
6605,"espectáculo",7.54,2.644,2
6606,"esperanzado",9.22,1.741,3
6607,"estabilidad",8.98,2.045,2
6608,"estadística",10.40,1.125,2
6609,"estereotipo",10.54,1.034,2
6610,"esterilidad",10.30,1.374,2
6611,"estudiantes",6.26,2.018,2
6612,"exactamente",8.28,1.629,4
6613,"experiencia",8.48,2.092,2
6614,"experimento",8.86,1.863,2
6615,"explicación",7.52,2.033,2
6616,"exportación",10.26,1.103,2
6617,"extranjeros",7.14,1.796,3
6618,"ferrocarril",6.58,2.331,2
6619,"fraternidad",10.06,1.476,2
6620,"frigorífico",5.86,1.874,2
6621,"frustración",10.12,1.586,2
6622,"fundamental",8.76,2.237,3
6623,"generalidad",9.90,1.764,2
6624,"generosidad",8.12,2.265,2
6625,"gobernación",9.94,1.531,2
6626,"guardarropa",8.62,2.089,2
6627,"hamburguesa",4.94,1.731,2
6628,"helicóptero",4.60,1.807,2
6629,"herramienta",6.60,1.784,2
6630,"humillación",9.08,1.782,2
6631,"hundimiento",8.22,1.951,2
6632,"ilustración",9.90,1.632,2
6633,"imaginación",5.98,1.767,2
6634,"impaciencia",8.96,1.927,2
6635,"impedimento",9.48,1.843,2
6636,"impermeable",7.12,1.986,3
6637,"importación",10.08,1.510,2
6638,"importancia",6.80,1.938,2
6639,"importantes",5.82,1.687,3
6640,"impresionar",8.02,2.208,1
6641,"incapacidad",8.78,1.855,2
6642,"inclinación",8.56,1.798,2
6643,"incomodidad",8.60,1.807,2
6644,"indiferente",8.58,1.500,3
6645,"indignación",9.66,1.465,2
6646,"infelicidad",8.96,2.185,2
6647,"inferencial",10.66,0.634,3
6648,"infidelidad",10.00,1.355,2
6649,"información",6.94,1.845,2
6650,"informática",8.74,2.248,2
6651,"inscripción",9.60,1.629,2
6652,"inseguridad",9.16,1.822,2
6653,"insistencia",9.12,1.599,2
6654,"inspiración",9.60,1.629,2
6655,"instalación",8.80,1.906,2
6656,"institución",10.04,1.653,2
6657,"instrucción",8.78,2.073,2
6658,"instrumento",5.90,2.092,2
6659,"integración",10.00,1.552,2
6660,"intelectual",9.16,1.811,3
6661,"inteligente",6.06,2.024,3
6662,"interesante",7.52,1.741,3
6663,"interrumpir",7.26,1.998,1
6664,"interruptor",6.34,2.654,2
6665,"intolerante",9.42,1.797,3
6666,"intranquilo",7.82,2.685,3
6667,"invernadero",7.26,2.127,2
6668,"jeringuilla",6.44,2.196,2
6669,"laboratorio",8.52,1.705,2
6670,"lanzamiento",7.40,2.070,2
6671,"liberalismo",10.66,0.798,2
6672,"lingüística",9.86,1.578,3
6673,"lógicamente",8.94,1.812,4
6674,"luminosidad",8.02,1.985,2
6675,"mandamiento",7.42,1.444,2
6676,"mantequilla",4.36,1.549,2
6677,"maravillosa",6.92,1.782,3
6678,"maravilloso",6.70,2.288,3
6679,"masturbarse",9.54,2.022,1
6680,"matemáticas",5.10,1.298,3
6681,"matrimonial",8.92,2.009,3
6682,"medicamento",6.22,2.297,2
6683,"menosprecio",9.66,1.586,2
6684,"microscopio",8.00,1.641,2
6685,"milisegundo",9.57,1.514,2
6686,"motocicleta",6.54,2.178,2
6687,"movimientos",6.32,1.647,2
6688,"muchedumbre",9.32,1.963,2
6689,"multiplicar",6.78,1.433,1
6690,"necesidades",7.80,2.070,2
6691,"negligencia",10.00,1.471,2
6692,"nerviosismo",9.34,1.686,2
6693,"normalmente",8.32,2.004,4
6694,"novecientos",6.82,1.687,4
6695,"obligatoria",7.50,1.717,3
6696,"observación",7.80,2.060,2
6697,"ochocientos",6.52,1.460,4
6698,"ocupacional",9.78,1.135,3
6699,"oportunidad",8.14,2.176,2
6700,"orientación",9.28,1.807,2
6701,"pantorrilla",8.32,2.104,2
6702,"patriotismo",10.24,1.559,2
6703,"pensamiento",6.98,2.403,2
6704,"periodistas",7.68,1.684,2
6705,"perjudicial",9.06,1.789,3
6706,"perplejidad",10.36,1.191,2
6707,"persecución",8.56,2.072,2
6708,"persistente",9.96,1.340,3
6709,"perspectiva",10.14,1.325,2
6710,"pertenencia",8.56,2.140,2
6711,"pintalabios",5.14,2.010,2
6712,"popularidad",9.18,1.769,2
6713,"portalibros",8.26,1.915,2
6714,"posibilidad",8.44,1.897,2
6715,"preferencia",8.14,2.408,2
6716,"preguntarle",6.08,1.828,1
6717,"preparación",7.50,2.375,2
6718,"preposición",9.26,1.676,2
6719,"presidencia",9.54,1.693,2
6720,"presupuesto",10.22,1.542,2
6721,"principales",7.46,1.832,3
6722,"prismáticos",7.36,1.956,3
6723,"procedencia",9.56,1.567,2
6724,"profesional",8.82,1.935,3
6725,"profundidad",8.36,2.068,2
6726,"prohibición",6.10,1.485,2
6727,"propietario",8.94,1.800,3
6728,"proposición",9.44,1.487,2
6729,"prosperidad",9.56,1.960,2
6730,"providencia",10.34,1.364,2
6731,"psicológico",10.12,1.189,3
6732,"publicación",8.56,1.775,2
6733,"rápidamente",6.80,1.948,4
6734,"rascacielos",7.04,2.040,2
6735,"realización",8.86,1.895,2
6736,"rendimiento",7.66,2.897,2
6737,"repercusión",10.41,1.306,2
6738,"republicano",10.50,1.199,3
6739,"repugnancia",9.16,2.024,2
6740,"resistencia",8.65,1.751,2
6741,"respiración",6.22,2.122,2
6742,"responsable",7.58,2.031,3
6743,"restaurante",5.38,1.817,2
6744,"rinoceronte",6.00,2.339,2
6745,"saltamontes",4.74,1.562,2
6746,"seguimiento",9.30,1.581,2
6747,"seguramente",7.90,2.159,4
6748,"seiscientos",6.76,1.673,2
6749,"seleccionar",8.16,2.044,1
6750,"sentimiento",7.50,2.401,2
6751,"servidumbre",9.76,1.585,2
6752,"significado",6.62,1.937,2
6753,"simplemente",8.20,1.485,4
6754,"simplicidad",10.24,1.001,2
6755,"situaciones",7.66,1.814,2
6756,"sobrecogido",9.96,1.690,1
6757,"sobrenombre",9.80,1.884,2
6758,"solidaridad",8.36,1.914,2
6759,"sorprendido",6.12,2.362,3
6760,"sublevación",10.72,0.882,2
6761,"sufrimiento",8.14,1.773,2
6762,"superdotado",8.46,1.887,2
6763,"superficial",9.60,1.654,3
6764,"suprarrenal",10.86,0.405,3
6765,"surrealismo",10.52,1.515,2
6766,"tatarabuelo",6.48,2.367,2
6767,"temperatura",7.06,1.570,2
6768,"trabajadora",5.28,2.110,3
6769,"tradicional",7.80,1.616,3
6770,"tratamiento",8.84,1.973,2
6771,"trayectoria",9.94,1.316,2
6772,"trescientas",6.28,1.471,4
6773,"trescientos",6.32,1.671,2
6774,"tripulación",9.08,1.978,2
6775,"últimamente",7.30,2.121,4
6776,"universidad",8.52,2.131,2
6777,"veinticinco",5.18,1.521,2
6778,"veintisiete",5.58,1.739,2
6779,"veterinaria",6.62,2.098,2
6780,"violonchelo",8.18,2.077,2
6781,"vocabulario",6.90,2.159,2
6782,"aburrimiento",5.38,1.737,2
6783,"adolescencia",8.80,1.457,2
6784,"aglomeración",10.54,1.110,2
6785,"alcantarilla",7.18,1.699,2
6786,"apareamiento",9.62,1.713,2
6787,"aristocracia",10.54,0.788,2
6788,"articulación",8.54,1.528,2
6789,"aterrorizado",7.50,2.270,1
6790,"averiguación",8.94,1.921,2
6791,"ayuntamiento",7.92,2.320,2
6792,"blancanieves",3.60,1.578,2
6793,"calificativo",9.22,1.972,2
6794,"calzoncillos",3.58,1.341,2
6795,"civilización",9.10,1.717,2
6796,"coincidencia",8.84,2.014,2
6797,"colaboración",8.38,1.861,2
6798,"comprometido",8.76,1.954,1
6799,"comunicación",7.58,1.991,2
6800,"congregación",10.38,1.008,2
6801,"conocimiento",7.56,1.668,2
6802,"consecuencia",8.92,1.759,2
6803,"conservación",8.76,2.162,2
6804,"considerarse",8.90,1.711,1
6805,"constitución",9.70,1.729,2
6806,"construcción",7.46,2.032,2
6807,"constructiva",10.06,1.268,3
6808,"contestación",6.18,2.464,2
6809,"continuación",6.86,2.195,4
6810,"contrariedad",9.72,1.415,2
6811,"contribución",10.06,1.361,2
6812,"contrincante",8.40,2.176,2
6813,"conveniencia",9.74,1.352,2
6814,"conversación",7.06,2.280,2
6815,"cumplimiento",9.18,1.769,2
6816,"curiosidades",8.50,2.053,2
6817,"demostración",8.18,2.301,2
6818,"denominación",9.84,1.405,2
6819,"departamento",9.28,1.874,2
6820,"desagradable",7.52,2.375,3
6821,"desaparición",6.90,2.082,2
6822,"descendencia",8.78,1.822,2
6823,"desconfianza",9.20,1.969,2
6824,"desesperanza",9.98,1.647,2
6825,"desperdicios",8.12,1.955,2
6826,"destinatario",8.69,1.917,2
6827,"determinante",9.22,2.122,2
6828,"dificultades",7.52,1.729,2
6829,"directamente",7.94,1.609,4
6830,"distribución",9.52,1.619,2
6831,"distribuidor",9.72,1.617,3
6832,"electricidad",7.22,1.753,2
6833,"electricista",7.29,1.389,2
6834,"enciclopedia",7.68,1.801,2
6835,"enfermedades",6.70,2.206,2
6836,"equivocación",6.84,2.122,2
6837,"especulación",10.46,1.092,2
6838,"estremecerse",9.24,1.768,1
6839,"extraversión",10.68,0.741,2
6840,"extravertido",10.20,1.485,3
6841,"extremidades",8.16,1.877,2
6842,"felicitación",5.92,2.440,2
6843,"financiación",10.04,1.551,2
6844,"funcionarios",9.72,1.691,2
6845,"generalmente",8.82,1.956,4
6846,"herramientas",6.60,1.959,2
6847,"heterosexual",10.10,1.141,3
6848,"hidrográfica",10.78,0.648,3
6849,"impresionado",6.38,2.240,1
6850,"indiferencia",9.58,1.762,2
6851,"inmobiliaria",9.76,1.408,3
6852,"inmortalidad",8.62,1.905,2
6853,"inteligencia",7.10,2.197,2
6854,"interrumpida",8.80,1.904,1
6855,"intervención",9.84,1.633,2
6856,"intolerancia",9.78,1.461,2
6857,"introducción",8.70,1.693,2
6858,"introversión",10.42,1.214,2
6859,"introvertido",10.12,1.335,3
6860,"investigador",9.08,1.602,2
6861,"lavavajillas",8.30,1.632,2
6862,"localización",9.00,1.714,2
6863,"medicamentos",5.88,2.413,2
6864,"mediterráneo",8.28,1.715,2
6865,"menstruación",9.26,1.440,2
6866,"nacionalidad",8.72,1.617,2
6867,"naturalmente",8.50,1.909,4
6868,"nombramiento",9.72,1.617,2
6869,"notificación",9.90,1.488,2
6870,"organización",8.80,2.060,2
6871,"particulares",8.50,2.178,3
6872,"persecutoria",10.10,1.298,3
6873,"persistencia",10.20,1.525,2
6874,"personalidad",9.08,1.828,2
6875,"personalizar",9.60,1.578,1
6876,"portabilidad",10.32,1.435,2
6877,"posiblemente",8.16,2.054,4
6878,"precisamente",8.86,1.773,4
6879,"predilección",9.76,1.847,2
6880,"predominante",9.88,1.480,3
6881,"preocupación",8.22,2.288,2
6882,"presentación",7.54,2.435,2
6883,"presupuestos",9.92,1.523,2
6884,"pretendiente",8.74,2.372,2
6885,"probabilidad",9.94,1.504,2
6886,"protagonista",7.50,2.297,2
6887,"psiquiátrico",9.72,1.938,3
6888,"publicitario",9.24,1.880,3
6889,"ramificación",10.16,1.315,2
6890,"razonamiento",9.08,1.883,2
6891,"renacimiento",10.44,0.929,2
6892,"reproducción",9.38,1.537,2
6893,"resurrección",8.00,2.339,2
6894,"romanticismo",9.16,1.920,2
6895,"satisfacción",9.20,1.874,2
6896,"sensibilidad",8.40,2.531,2
6897,"sinvergüenza",7.06,2.054,2
6898,"sobresaltado",8.56,1.981,1
6899,"supermercado",4.30,1.854,2
6900,"superstición",9.56,1.692,2
6901,"temperamento",9.26,2.319,2
6902,"temperaturas",7.40,1.784,2
6903,"trabajadores",6.36,1.588,2
6904,"tranquilidad",6.72,2.021,2
6905,"tranquilizar",6.56,2.278,1
6906,"transparente",6.50,1.909,3
6907,"tuberculosis",10.16,1.490,2
6908,"veinticuatro",5.08,1.536,4
6909,"absolutamente",8.84,1.583,4
6910,"circunstancia",9.04,1.851,2
6911,"clasificación",8.42,1.875,2
6912,"claustrofobia",10.10,1.515,2
6913,"coleccionista",8.12,1.799,2
6914,"completamente",8.02,1.922,4
6915,"concentración",8.60,1.969,2
6916,"concretamente",8.74,1.871,4
6917,"confederación",10.66,0.872,2
6918,"conocimientos",7.76,1.901,2
6919,"consecuencias",8.50,1.764,2
6920,"consideración",9.48,2.140,2
6921,"contaminación",7.80,1.539,2
6922,"contracepción",10.58,1.052,2
6923,"contribuyente",10.60,0.833,3
